adoption_id,record_id,date,quantity,book_id
16,124,2/29/2016,275,562
17,124,6/26/2015,61,916
18,124,7/8/2015,565,921
19,124,7/2/2015,114,608
20,124,2/21/2016,552,978
21,124,12/31/2015,624,678
22,124,5/19/2015,37,969
23,124,8/12/2015,580,953
24,124,9/7/2015,135,476
25,124,6/3/2015,373,608
26,124,8/21/2015,361,792
1,125,5/24/2015,483,960
2,125,3/5/2016,59,627
3,125,7/19/2015,184,944
4,125,3/29/2015,83,633
1,126,1/26/2016,448,556
2,126,3/10/2015,538,613
3,126,11/2/2015,232,624
4,126,7/29/2015,270,984
5,126,8/17/2015,674,590
6,126,7/5/2015,619,616
7,126,5/25/2015,448,685
8,126,12/16/2015,646,572
9,126,4/9/2015,632,920
10,126,5/2/2015,65,965
11,126,2/12/2016,540,551
12,126,8/7/2015,464,786
13,126,1/15/2016,359,942
1,127,12/17/2015,124,556
2,127,8/10/2015,364,921
3,127,10/23/2015,299,704
4,127,9/15/2015,695,611
5,127,3/22/2015,591,958
6,127,11/24/2015,27,677
7,127,9/27/2015,575,911
8,127,7/25/2015,144,958
9,127,1/27/2016,33,614
10,127,6/21/2015,603,904
1,128,8/16/2015,142,947
2,128,12/31/2015,516,608
3,128,5/9/2015,190,613
4,128,6/4/2015,395,644
5,128,10/26/2015,541,552
6,128,2/1/2016,301,905
7,128,10/21/2015,544,693
8,128,11/1/2015,369,917
9,128,5/30/2015,679,682
10,128,8/5/2015,625,919
11,128,12/9/2015,38,616
12,128,11/16/2015,670,570
13,128,2/21/2016,151,603
14,128,1/3/2016,520,648
15,128,2/6/2016,152,913
16,128,11/16/2015,264,958
17,128,11/28/2015,476,938
18,128,6/25/2015,34,921
19,128,12/18/2015,403,960
20,128,5/28/2015,476,919
21,128,4/20/2015,579,648
22,128,9/4/2015,233,967
23,128,6/18/2015,636,608
24,128,9/24/2015,222,921
25,128,4/18/2015,603,899
26,128,8/3/2015,359,707
27,128,9/1/2015,282,918
28,128,4/9/2015,700,916
29,128,10/2/2015,445,791
30,128,2/15/2016,189,959
31,128,9/4/2015,514,473
32,128,12/14/2015,75,598
33,128,6/11/2015,303,952
34,128,11/18/2015,384,638
35,128,1/23/2016,541,557
1,129,11/23/2015,602,585
2,129,10/24/2015,282,472
3,129,6/14/2015,321,972
4,129,4/4/2015,559,557
1,130,12/31/2015,28,560
2,130,12/30/2015,182,981
3,130,8/23/2015,450,685
4,130,4/11/2015,141,474
5,130,2/16/2016,293,917
6,130,7/30/2015,268,937
7,130,4/2/2015,383,638
8,130,6/4/2015,565,965
9,130,11/17/2015,174,652
10,130,7/14/2015,261,936
11,130,8/15/2015,199,911
1,131,11/11/2015,348,621
2,131,12/3/2015,554,927
3,131,1/8/2016,642,919
1,132,4/20/2015,568,553
2,132,7/19/2015,568,793
3,132,12/23/2015,678,600
4,132,6/7/2015,486,968
5,132,4/8/2015,643,904
6,132,3/17/2015,278,479
7,132,12/7/2015,547,622
8,132,1/22/2016,444,637
9,132,8/3/2015,472,959
10,132,10/3/2015,110,480
11,132,9/10/2015,513,969
12,132,10/10/2015,507,637
13,132,3/16/2015,529,571
14,132,7/8/2015,322,481
15,132,8/26/2015,520,492
16,132,10/3/2015,523,572
17,132,10/28/2015,123,475
1,133,7/1/2015,381,947
2,133,9/27/2015,134,970
3,133,5/2/2015,225,942
4,133,3/2/2016,382,595
5,133,8/12/2015,52,926
6,133,2/28/2016,531,703
1,134,6/21/2015,47,950
2,134,4/29/2015,428,551
3,134,1/15/2016,348,560
4,134,11/22/2015,666,968
5,134,5/5/2015,334,479
6,134,7/14/2015,241,960
7,134,5/18/2015,384,481
8,134,9/30/2015,566,629
9,134,2/15/2016,158,616
10,134,12/7/2015,392,681
11,134,7/19/2015,72,600
12,134,8/13/2015,329,563
13,134,2/18/2016,625,598
14,134,1/10/2016,292,897
15,134,12/21/2015,583,683
1,135,1/21/2016,185,925
2,135,10/24/2015,100,687
3,135,2/11/2016,49,705
4,135,4/2/2015,503,486
5,135,11/30/2015,422,932
6,135,9/15/2015,604,706
7,135,2/26/2016,280,983
8,135,5/17/2015,329,572
1,136,11/28/2015,475,568
2,136,4/11/2015,326,892
3,136,2/6/2016,490,913
4,136,6/22/2015,215,955
5,136,1/21/2016,108,574
6,136,6/10/2015,33,790
7,136,4/28/2015,650,609
8,136,5/25/2015,639,552
9,136,5/4/2015,312,585
10,136,4/14/2015,587,604
11,136,1/30/2016,494,475
12,136,11/7/2015,616,588
13,136,10/18/2015,219,898
14,136,1/25/2016,137,686
15,136,9/17/2015,494,946
16,136,4/24/2015,469,553
17,136,2/19/2016,305,488
18,136,4/22/2015,197,916
19,136,7/18/2015,670,685
20,136,8/2/2015,85,974
21,136,4/24/2015,222,608
1,137,12/6/2015,505,677
2,137,1/20/2016,594,561
1,138,5/14/2015,209,475
2,138,10/24/2015,311,898
3,138,4/19/2015,663,638
1,139,12/27/2015,83,964
2,139,2/18/2016,179,568
3,139,7/12/2015,560,629
4,139,12/4/2015,420,623
5,139,1/9/2016,385,701
6,139,12/26/2015,593,790
7,139,8/22/2015,66,594
8,139,1/31/2016,395,952
9,139,5/7/2015,272,479
10,139,8/13/2015,147,677
1,140,7/25/2015,514,598
2,140,3/4/2016,273,475
3,140,12/21/2015,495,956
4,140,12/15/2015,320,550
5,140,5/1/2015,174,793
6,140,3/7/2015,526,482
7,140,1/29/2016,425,632
1,141,8/1/2015,429,906
2,141,11/1/2015,509,923
3,141,11/24/2015,68,703
4,141,4/27/2015,247,978
5,141,1/2/2016,316,553
6,141,10/19/2015,391,639
7,141,1/27/2016,485,921
8,141,11/13/2015,534,568
9,141,10/20/2015,557,646
10,141,1/11/2016,402,596
11,141,2/3/2016,560,608
12,141,11/20/2015,134,571
13,141,1/2/2016,340,618
14,141,9/6/2015,166,574
15,141,12/18/2015,52,938
16,141,5/17/2015,407,914
17,141,10/29/2015,617,904
18,141,6/10/2015,447,681
19,141,7/9/2015,129,627
20,141,3/31/2015,46,918
21,141,12/26/2015,537,484
22,141,1/17/2016,326,980
23,141,10/7/2015,388,937
24,141,6/26/2015,611,694
25,141,6/22/2015,523,596
26,141,1/30/2016,233,608
27,141,6/23/2015,314,924
28,141,1/21/2016,449,906
29,141,12/17/2015,687,976
30,141,1/31/2016,695,686
31,141,3/17/2015,356,618
1,142,9/22/2015,374,642
2,142,6/26/2015,264,630
3,142,6/25/2015,107,487
4,142,8/10/2015,256,959
5,142,1/21/2016,562,895
6,142,9/1/2015,653,782
7,142,10/31/2015,534,548
8,142,3/18/2015,270,622
9,142,2/2/2016,25,587
10,142,11/16/2015,316,483
11,142,7/29/2015,524,600
1,143,7/3/2015,229,919
2,143,8/23/2015,109,937
3,143,1/20/2016,372,555
4,143,6/16/2015,686,692
5,143,12/28/2015,365,951
1,144,1/25/2016,40,918
2,144,4/30/2015,224,923
3,144,8/1/2015,151,944
4,144,11/3/2015,588,484
5,144,11/1/2015,570,912
6,144,4/24/2015,417,695
7,144,6/9/2015,583,622
8,144,6/15/2015,376,792
9,144,5/3/2015,589,957
10,144,1/31/2016,327,707
11,144,9/21/2015,610,571
12,144,7/10/2015,672,478
13,144,8/24/2015,451,970
1,145,6/11/2015,388,482
2,145,9/24/2015,587,698
1,146,6/24/2015,676,683
2,146,3/26/2015,440,923
3,146,10/8/2015,640,572
4,146,4/18/2015,139,957
5,146,4/3/2015,246,618
6,146,12/21/2015,186,482
7,146,4/29/2015,167,784
8,146,8/20/2015,327,951
9,146,2/10/2016,344,479
10,146,1/26/2016,603,918
11,146,10/23/2015,93,612
12,146,1/19/2016,412,707
13,146,5/27/2015,385,553
14,146,1/23/2016,670,791
15,146,2/9/2016,168,474
16,146,12/12/2015,636,474
17,146,9/27/2015,694,920
18,146,6/3/2015,454,698
19,146,7/8/2015,162,556
20,146,9/15/2015,374,628
21,146,2/11/2016,116,891
22,146,3/24/2015,119,891
23,146,7/28/2015,321,607
1,147,3/6/2016,217,927
2,147,10/10/2015,459,692
3,147,10/21/2015,99,630
4,147,2/21/2016,468,490
5,147,3/8/2015,61,546
6,147,5/9/2015,516,684
7,147,4/15/2015,351,591
8,147,10/2/2015,472,615
9,147,9/6/2015,123,786
10,147,12/21/2015,588,792
11,147,2/15/2016,131,978
12,147,1/12/2016,61,613
13,147,4/2/2015,48,642
14,147,3/20/2015,203,944
15,147,6/10/2015,514,891
16,147,12/14/2015,216,979
17,147,3/19/2015,428,591
18,147,7/3/2015,35,972
19,147,10/29/2015,379,909
20,147,11/18/2015,99,917
21,147,1/18/2016,602,921
22,147,11/18/2015,635,477
23,147,7/27/2015,200,940
24,147,6/4/2015,501,626
1,148,2/23/2016,622,936
2,148,9/18/2015,332,981
3,148,6/28/2015,286,943
4,148,4/13/2015,521,628
5,148,8/30/2015,260,552
6,148,5/11/2015,199,587
7,148,10/12/2015,510,705
8,148,10/19/2015,331,923
9,148,10/23/2015,395,477
10,148,1/18/2016,310,598
11,148,6/13/2015,96,980
12,148,1/30/2016,439,560
13,148,5/23/2015,650,694
14,148,12/28/2015,114,935
15,148,3/4/2016,630,980
16,148,11/3/2015,523,625
17,148,4/21/2015,491,616
18,148,6/24/2015,322,891
19,148,2/17/2016,304,472
20,148,11/13/2015,51,611
21,148,5/8/2015,337,927
22,148,8/13/2015,71,686
23,148,12/15/2015,183,898
24,148,5/23/2015,106,600
25,148,3/20/2015,483,787
26,148,3/6/2016,340,969
27,148,1/10/2016,62,677
1,149,7/19/2015,448,628
2,149,6/4/2015,45,563
3,149,5/25/2015,692,488
4,149,2/8/2016,184,932
5,149,5/14/2015,692,954
6,149,10/22/2015,119,676
7,149,6/28/2015,59,937
8,149,1/15/2016,699,932
9,149,11/3/2015,325,600
10,149,12/6/2015,114,557
11,149,12/7/2015,334,629
12,149,3/30/2015,516,652
13,149,11/5/2015,199,952
14,149,12/19/2015,651,925
1,150,9/16/2015,228,568
2,150,8/18/2015,519,931
3,150,3/28/2015,164,638
4,150,5/30/2015,608,636
5,150,5/17/2015,177,943
6,150,2/13/2016,107,566
7,150,1/7/2016,460,485
8,150,3/21/2015,97,630
9,150,5/9/2015,99,905
10,150,6/14/2015,629,956
11,150,10/30/2015,58,906
12,150,11/26/2015,471,968
13,150,9/5/2015,632,631
14,150,11/10/2015,313,612
15,150,5/28/2015,51,915
16,150,5/13/2015,683,627
17,150,9/7/2015,474,685
18,150,6/8/2015,538,632
19,150,5/31/2015,133,786
20,150,7/16/2015,257,969
21,150,11/30/2015,677,957
22,150,9/21/2015,390,789
23,150,2/19/2016,406,570
24,150,5/1/2015,629,899
25,150,1/2/2016,139,681
26,150,9/20/2015,487,558
27,150,11/24/2015,577,911
28,150,8/28/2015,622,897
29,150,6/15/2015,376,964
30,150,11/5/2015,271,928
31,150,12/24/2015,384,951
1,151,4/4/2015,324,694
2,151,4/11/2015,147,554
3,151,8/13/2015,104,912
4,151,5/29/2015,88,974
5,151,6/5/2015,235,472
6,151,2/4/2016,329,588
7,151,3/28/2015,698,980
8,151,12/7/2015,151,904
9,151,5/8/2015,698,557
10,151,11/4/2015,479,642
11,151,12/17/2015,214,914
12,151,9/22/2015,656,596
13,151,3/18/2015,309,911
14,151,12/21/2015,34,550
15,151,11/12/2015,178,693
16,151,8/24/2015,355,549
17,151,12/10/2015,26,572
18,151,6/5/2015,539,474
1,152,10/25/2015,299,960
2,152,8/18/2015,533,701
3,152,9/11/2015,170,957
4,152,5/5/2015,670,922
5,152,1/16/2016,164,639
6,152,8/22/2015,496,898
7,152,2/18/2016,594,921
8,152,10/27/2015,507,613
9,152,2/28/2016,623,476
10,152,5/14/2015,299,687
11,152,3/10/2015,30,697
12,152,9/5/2015,567,911
1,153,8/8/2015,59,932
2,153,4/5/2015,143,980
3,153,8/15/2015,340,637
4,153,1/5/2016,177,905
5,153,7/8/2015,166,968
6,153,7/18/2015,359,786
7,153,4/23/2015,100,589
8,153,2/8/2016,493,690
9,153,2/22/2016,604,683
1,154,12/15/2015,476,954
2,154,4/25/2015,655,639
3,154,7/10/2015,145,893
4,154,6/19/2015,456,705
5,154,8/26/2015,413,633
6,154,9/29/2015,279,923
7,154,12/27/2015,646,475
8,154,5/9/2015,540,632
9,154,10/23/2015,584,791
10,154,10/22/2015,175,477
11,154,6/6/2015,88,475
12,154,12/15/2015,166,788
13,154,3/24/2015,649,792
14,154,3/13/2015,352,933
15,154,3/17/2015,665,692
16,154,10/30/2015,696,703
17,154,3/23/2015,238,646
18,154,9/20/2015,683,608
19,154,3/16/2015,612,895
20,154,12/21/2015,272,974
21,154,1/21/2016,410,477
22,154,7/12/2015,195,913
23,154,9/28/2015,690,623
24,154,3/12/2015,126,559
25,154,5/1/2015,394,608
26,154,8/11/2015,590,612
27,154,7/24/2015,505,625
28,154,5/3/2015,456,940
29,154,12/12/2015,234,698
30,154,6/14/2015,427,613
31,154,1/5/2016,320,644
32,154,12/12/2015,490,676
33,154,12/26/2015,610,929
34,154,7/30/2015,506,892
35,154,7/1/2015,512,598
1,155,6/19/2015,428,948
2,155,6/5/2015,344,984
3,155,11/22/2015,450,681
4,155,9/27/2015,291,483
5,155,9/6/2015,656,979
6,155,6/10/2015,262,643
7,155,10/25/2015,364,678
8,155,2/7/2016,534,905
9,155,3/19/2015,207,547
10,155,8/7/2015,354,633
11,155,5/30/2015,647,931
12,155,5/15/2015,469,906
13,155,7/21/2015,94,789
1,156,10/5/2015,271,613
2,156,9/23/2015,666,646
3,156,11/22/2015,368,610
4,156,9/12/2015,61,490
5,156,5/15/2015,325,476
6,156,7/28/2015,217,942
7,156,7/29/2015,282,976
8,156,12/22/2015,414,590
9,156,6/4/2015,119,561
10,156,9/21/2015,114,552
11,156,5/23/2015,512,587
12,156,12/2/2015,40,571
13,156,4/16/2015,102,566
14,156,12/23/2015,368,618
15,156,11/12/2015,568,936
16,156,7/6/2015,358,483
17,156,7/20/2015,585,474
18,156,9/18/2015,130,639
19,156,12/19/2015,266,548
20,156,1/13/2016,679,557
21,156,11/29/2015,479,924
22,156,8/20/2015,99,792
23,156,12/29/2015,222,698
24,156,7/10/2015,56,927
25,156,9/26/2015,421,556
26,156,2/1/2016,517,943
27,156,5/18/2015,699,604
28,156,12/6/2015,187,935
29,156,10/23/2015,338,942
30,156,8/31/2015,584,608
31,156,2/27/2016,673,984
32,156,1/30/2016,439,690
33,156,3/14/2015,293,556
34,156,3/28/2015,379,790
35,156,2/25/2016,266,557
1,157,4/26/2015,468,555
2,157,3/9/2015,631,968
3,157,11/18/2015,319,975
4,157,2/25/2016,216,904
5,157,8/24/2015,344,935
6,157,12/25/2015,168,972
7,157,9/26/2015,676,917
8,157,5/8/2015,489,607
9,157,11/13/2015,192,680
10,157,12/19/2015,233,546
11,157,2/17/2016,354,695
12,157,9/18/2015,257,622
1,158,2/6/2016,450,488
2,158,12/27/2015,520,590
3,158,12/1/2015,180,688
4,158,3/9/2015,241,980
5,158,3/5/2016,452,611
6,158,2/17/2016,55,556
7,158,8/14/2015,518,597
8,158,8/9/2015,609,707
9,158,4/19/2015,693,975
10,158,5/15/2015,496,599
11,158,3/17/2015,337,893
12,158,5/8/2015,106,556
13,158,12/31/2015,125,696
14,158,4/27/2015,583,625
15,158,11/7/2015,436,957
16,158,8/27/2015,620,676
17,158,9/19/2015,484,944
18,158,6/11/2015,684,611
19,158,7/12/2015,531,677
20,158,8/20/2015,693,984
21,158,6/27/2015,405,938
22,158,10/25/2015,413,615
23,158,3/12/2015,332,557
24,158,2/15/2016,500,929
25,158,11/3/2015,131,550
26,158,8/26/2015,221,563
27,158,9/12/2015,573,947
28,158,1/8/2016,163,694
29,158,6/2/2015,65,482
1,159,11/26/2015,573,595
2,159,7/4/2015,653,611
3,159,6/26/2015,659,704
4,159,10/23/2015,662,946
5,159,12/6/2015,321,595
6,159,10/8/2015,402,969
7,159,10/4/2015,357,485
8,159,10/15/2015,80,559
9,159,2/12/2016,626,562
10,159,5/28/2015,284,592
11,159,1/30/2016,167,968
12,159,1/23/2016,662,591
13,159,2/23/2016,517,622
14,159,12/19/2015,121,891
15,159,3/12/2015,486,921
16,159,10/19/2015,123,549
17,159,8/14/2015,477,488
18,159,5/4/2015,675,607
19,159,4/2/2015,106,696
20,159,2/14/2016,588,967
21,159,9/8/2015,303,629
22,159,3/14/2015,381,548
23,159,3/26/2015,410,553
1,160,10/25/2015,384,586
2,160,2/8/2016,574,948
3,160,4/19/2015,148,682
4,160,9/9/2015,402,623
5,160,12/3/2015,411,938
6,160,1/26/2016,695,688
7,160,9/20/2015,341,692
8,160,11/8/2015,626,473
9,160,6/30/2015,660,899
10,160,2/20/2016,407,938
11,160,5/30/2015,311,480
1,161,2/29/2016,663,646
2,161,2/17/2016,78,599
3,161,6/13/2015,214,564
4,161,10/29/2015,540,595
5,161,1/28/2016,418,915
6,161,2/4/2016,44,586
7,161,6/15/2015,639,783
8,161,1/15/2016,133,489
9,161,2/4/2016,314,596
10,161,1/17/2016,255,596
1,162,1/23/2016,476,473
2,162,2/27/2016,433,680
3,162,10/1/2015,153,559
4,162,6/12/2015,185,611
5,162,5/28/2015,483,984
6,162,1/29/2016,166,476
7,162,5/8/2015,353,924
8,162,4/30/2015,140,621
9,162,11/5/2015,63,554
10,162,12/8/2015,286,704
11,162,3/5/2016,526,595
12,162,7/22/2015,441,591
13,162,12/28/2015,266,595
14,162,8/28/2015,409,548
15,162,6/9/2015,517,956
16,162,10/26/2015,557,704
17,162,9/13/2015,622,911
18,162,1/23/2016,655,643
19,162,12/2/2015,138,593
20,162,3/4/2016,443,921
21,162,11/19/2015,253,480
22,162,10/16/2015,611,684
23,162,9/1/2015,550,599
24,162,11/25/2015,421,686
25,162,10/2/2015,528,549
1,163,12/25/2015,551,790
2,163,3/5/2016,320,936
3,163,3/21/2015,475,975
4,163,4/5/2015,428,932
5,163,5/24/2015,305,916
6,163,10/8/2015,604,896
7,163,9/29/2015,221,599
1,164,11/11/2015,587,947
2,164,8/6/2015,636,561
3,164,2/16/2016,282,474
4,164,8/8/2015,59,677
5,164,2/12/2016,241,559
6,164,12/10/2015,345,946
7,164,11/9/2015,260,549
8,164,10/6/2015,444,899
9,164,6/29/2015,347,617
1,165,10/29/2015,96,550
2,165,8/12/2015,134,931
3,165,3/26/2015,42,485
4,165,12/3/2015,251,589
5,165,8/30/2015,282,473
6,165,6/26/2015,581,483
7,165,5/22/2015,152,638
8,165,3/22/2015,269,790
9,165,5/25/2015,181,613
10,165,12/22/2015,561,695
11,165,11/21/2015,327,627
12,165,8/4/2015,568,927
13,165,11/9/2015,362,965
14,165,1/5/2016,652,950
15,165,4/21/2015,511,928
16,165,3/1/2016,568,920
17,165,2/11/2016,144,623
18,165,6/21/2015,356,954
19,165,10/20/2015,329,967
20,165,3/13/2015,361,687
1,166,3/8/2015,400,593
2,166,3/29/2015,494,705
3,166,5/19/2015,494,934
4,166,12/24/2015,186,946
5,166,8/9/2015,38,615
6,166,6/23/2015,451,555
7,166,11/16/2015,465,629
8,166,1/1/2016,84,612
9,166,1/28/2016,325,927
1,167,9/15/2015,295,978
2,167,4/4/2015,516,554
3,167,4/12/2015,618,648
4,167,6/21/2015,247,617
5,167,9/5/2015,506,607
6,167,4/2/2015,666,926
7,167,11/27/2015,591,610
8,167,4/13/2015,458,925
9,167,10/15/2015,275,973
10,167,12/11/2015,69,939
11,167,1/29/2016,370,479
12,167,9/16/2015,469,912
13,167,7/16/2015,285,568
14,167,11/16/2015,563,590
15,167,6/20/2015,543,910
16,167,2/13/2016,212,915
17,167,2/4/2016,438,597
18,167,5/13/2015,201,477
19,167,1/9/2016,585,551
20,167,10/8/2015,298,923
21,167,3/10/2015,120,782
22,167,8/17/2015,52,611
23,167,2/5/2016,465,556
24,167,9/4/2015,170,909
25,167,4/6/2015,217,939
26,167,7/5/2015,456,492
27,167,11/8/2015,486,943
28,167,10/19/2015,685,965
29,167,5/22/2015,393,957
30,167,11/1/2015,339,951
31,167,8/18/2015,47,569
32,167,10/14/2015,93,697
33,167,6/6/2015,253,628
34,167,3/2/2016,189,628
1,168,3/17/2015,122,587
2,168,3/11/2015,178,604
3,168,3/8/2015,149,704
4,168,2/17/2016,84,919
5,168,7/23/2015,145,965
6,168,2/23/2016,600,492
7,168,1/1/2016,237,969
8,168,6/1/2015,483,643
9,168,1/3/2016,422,589
1,169,12/30/2015,109,949
2,169,10/3/2015,421,783
3,169,10/31/2015,316,922
4,169,10/11/2015,633,937
5,169,3/2/2016,650,610
6,169,1/8/2016,687,686
7,169,5/3/2015,163,618
8,169,5/3/2015,485,912
9,169,8/29/2015,694,558
10,169,8/15/2015,222,707
11,169,4/16/2015,553,984
12,169,8/1/2015,321,896
13,169,11/8/2015,588,698
14,169,12/25/2015,391,574
15,169,4/18/2015,29,980
16,169,10/20/2015,449,598
17,169,9/19/2015,643,485
18,169,5/12/2015,164,909
19,169,8/17/2015,279,614
20,169,8/11/2015,527,918
21,169,9/25/2015,396,628
22,169,12/8/2015,98,554
23,169,7/31/2015,530,492
24,169,6/2/2015,544,788
25,169,2/10/2016,184,598
26,169,12/1/2015,652,556
27,169,12/12/2015,632,919
1,170,10/5/2015,401,788
2,170,6/1/2015,51,629
3,170,11/30/2015,117,974
4,170,3/4/2016,668,976
5,170,8/25/2015,552,927
6,170,9/22/2015,78,917
7,170,11/19/2015,383,488
8,170,8/29/2015,611,916
9,170,5/19/2015,304,899
10,170,5/29/2015,511,609
11,170,10/22/2015,135,612
12,170,1/15/2016,584,624
13,170,3/9/2015,584,952
14,170,8/20/2015,674,978
15,170,6/9/2015,154,618
16,170,10/23/2015,612,628
17,170,10/25/2015,551,477
18,170,10/14/2015,620,474
19,170,2/14/2016,158,957
20,170,10/15/2015,429,696
21,170,8/7/2015,395,472
22,170,4/11/2015,455,786
23,170,11/27/2015,51,924
24,170,9/20/2015,463,683
25,170,11/21/2015,371,598
26,170,10/6/2015,494,895
27,170,3/12/2015,44,701
28,170,2/7/2016,332,547
29,170,4/12/2015,189,934
30,170,7/3/2015,198,703
31,170,1/28/2016,443,644
32,170,7/29/2015,679,626
1,171,7/11/2015,571,599
2,171,4/23/2015,387,891
3,171,11/19/2015,682,956
4,171,1/14/2016,447,485
5,171,6/30/2015,207,906
6,171,8/7/2015,48,931
7,171,10/31/2015,509,703
8,171,2/19/2016,205,938
9,171,1/19/2016,597,896
10,171,8/30/2015,170,646
11,171,7/19/2015,245,916
12,171,7/18/2015,676,583
13,171,10/28/2015,656,891
14,171,11/20/2015,115,547
15,171,8/29/2015,184,583
16,171,12/26/2015,158,474
17,171,9/2/2015,434,554
18,171,12/10/2015,222,783
19,171,6/12/2015,696,546
20,171,4/18/2015,659,704
21,171,12/16/2015,199,920
22,171,7/22/2015,361,984
23,171,4/15/2015,99,487
1,172,7/31/2015,155,892
2,172,9/9/2015,611,585
3,172,11/11/2015,640,698
4,172,4/20/2015,57,610
5,172,3/18/2015,343,923
6,172,5/31/2015,589,947
7,172,5/22/2015,509,940
8,172,7/13/2015,235,925
9,172,6/25/2015,173,569
10,172,2/1/2016,318,551
1,173,10/18/2015,322,894
2,173,3/18/2015,280,940
3,173,10/21/2015,108,482
4,173,10/7/2015,87,590
5,173,9/22/2015,240,916
6,173,2/26/2016,396,637
7,173,10/19/2015,530,559
8,173,6/16/2015,68,630
9,173,8/7/2015,564,623
10,173,4/27/2015,497,646
11,173,8/23/2015,373,571
12,173,12/17/2015,246,474
13,173,9/1/2015,570,476
14,173,3/21/2015,476,948
15,173,7/24/2015,563,484
16,173,12/18/2015,217,585
17,173,4/3/2015,654,564
18,173,12/6/2015,602,570
19,173,4/6/2015,596,560
1,174,10/12/2015,461,706
2,174,1/24/2016,440,603
3,174,7/21/2015,689,596
4,174,5/28/2015,134,898
5,174,5/7/2015,607,937
6,174,3/2/2016,61,969
7,174,4/26/2015,640,685
8,174,3/26/2015,597,792
1,175,1/9/2016,132,978
2,175,6/14/2015,203,899
1,176,10/2/2015,90,926
2,176,10/23/2015,48,630
3,176,7/28/2015,507,967
4,176,3/19/2015,485,585
5,176,7/16/2015,503,623
6,176,11/18/2015,75,608
7,176,8/6/2015,541,958
8,176,5/30/2015,470,475
9,176,3/13/2015,114,906
10,176,7/5/2015,61,566
11,176,11/6/2015,452,480
12,176,3/13/2015,567,706
13,176,12/26/2015,237,965
14,176,9/12/2015,308,948
15,176,10/10/2015,44,695
16,176,4/19/2015,263,917
17,176,5/4/2015,130,652
18,176,1/17/2016,570,897
19,176,9/16/2015,399,978
20,176,2/1/2016,204,968
21,176,5/27/2015,358,486
22,176,3/3/2016,29,583
23,176,7/27/2015,52,560
24,176,10/5/2015,136,693
25,176,1/30/2016,615,919
26,176,4/26/2015,29,981
27,176,6/29/2015,284,784
28,176,6/27/2015,685,922
29,176,7/3/2015,546,594
30,176,5/4/2015,434,933
31,176,10/31/2015,292,676
32,176,12/8/2015,488,943
33,176,10/27/2015,327,939
1,177,9/22/2015,582,919
2,177,12/17/2015,120,960
3,177,2/14/2016,263,789
4,177,10/24/2015,621,646
5,177,3/31/2015,176,548
6,177,8/17/2015,63,483
7,177,7/2/2015,695,583
8,177,3/31/2015,689,782
9,177,10/28/2015,454,633
10,177,11/10/2015,140,552
11,177,6/15/2015,592,910
12,177,2/15/2016,683,969
1,178,7/16/2015,567,690
2,178,3/15/2015,113,652
3,178,11/28/2015,565,976
4,178,11/2/2015,664,559
5,178,9/22/2015,130,914
6,178,1/4/2016,565,681
7,178,7/10/2015,266,923
8,178,12/22/2015,118,485
9,178,7/31/2015,612,622
10,178,2/24/2016,639,589
11,178,8/3/2015,564,954
12,178,4/28/2015,326,550
13,178,12/17/2015,696,942
14,178,7/7/2015,201,484
15,178,11/4/2015,307,587
16,178,12/24/2015,388,958
17,178,3/25/2015,217,627
18,178,1/31/2016,564,549
19,178,3/17/2015,655,950
20,178,4/12/2015,550,969
21,178,12/11/2015,552,906
22,178,4/21/2015,158,933
23,178,12/16/2015,507,587
24,178,6/3/2015,84,552
25,178,7/10/2015,659,626
26,178,7/21/2015,283,950
27,178,5/15/2015,417,969
28,178,10/1/2015,452,570
29,178,4/5/2015,603,940
30,178,1/27/2016,501,950
31,178,4/25/2015,597,595
32,178,1/10/2016,677,952
33,178,11/14/2015,325,622
1,179,5/14/2015,419,919
2,179,11/20/2015,362,636
3,179,8/25/2015,207,585
4,179,7/29/2015,527,566
5,179,3/26/2015,492,560
6,179,12/4/2015,205,973
7,179,8/7/2015,472,480
8,179,10/7/2015,223,932
9,179,4/11/2015,493,490
10,179,12/15/2015,534,928
11,179,9/16/2015,124,592
12,179,10/12/2015,79,477
13,179,1/15/2016,54,677
14,179,6/3/2015,408,592
15,179,1/4/2016,332,485
16,179,8/27/2015,279,563
17,179,10/19/2015,548,979
18,179,4/23/2015,185,567
19,179,1/28/2016,627,688
20,179,12/2/2015,320,925
21,179,8/2/2015,508,608
22,179,8/20/2015,511,561
23,179,4/12/2015,505,547
24,179,10/29/2015,531,919
1,180,11/10/2015,49,683
2,180,7/28/2015,639,932
3,180,7/17/2015,467,563
4,180,8/4/2015,428,978
5,180,7/4/2015,494,486
6,180,1/19/2016,69,793
7,180,8/29/2015,369,595
8,180,2/17/2016,282,472
9,180,5/30/2015,687,704
10,180,1/22/2016,419,695
11,180,11/14/2015,238,593
12,180,9/4/2015,491,479
13,180,12/26/2015,599,489
14,180,1/23/2016,462,622
15,180,2/17/2016,255,946
16,180,8/26/2015,174,793
17,180,5/29/2015,340,916
18,180,10/25/2015,694,590
19,180,2/26/2016,644,931
20,180,10/24/2015,140,560
21,180,7/1/2015,331,486
22,180,7/26/2015,385,608
23,180,1/2/2016,156,980
24,180,6/15/2015,441,549
25,180,7/5/2015,251,906
26,180,1/10/2016,510,791
1,181,12/16/2015,268,927
2,181,6/3/2015,625,925
